"id,""vin"",""start_timestamp"",""start_battery_level"",""start_battery_range"",""end_timestamp"",""end_battery_level"",""end_battery_range"",""latitude"",""longitude"",""charge_amps"",""charge_status"",""updated_at"",""charge_address"""
"1836,""LRW3F7FS0NC505939"",""2022-07-07 22:05:56"",54,145.08,""2022-07-07 22:43:45"",99,267.94,51.526733,-0.283297,16,True,NULL,NULL"
"1837,""LRW3F7FA1MC335306"",""2022-07-07 22:09:15"",20,51.11,""2022-07-08 07:35:20"",41,104.78,51.749875,0.502228,5,True,NULL,NULL"
"1838,""LRW3F7FS6NC505346"",""2022-07-07 22:11:24"",40,107.17,""2022-07-07 22:19:50"",60,161.71,51.610376,-0.136484,16,True,NULL,NULL"
"1839,""LRW3F7FS4NC505233"",""2022-07-07 22:16:00"",43,115.31,""2022-07-07 22:44:00"",78,209.82,51.630645,-0.263762,16,True,NULL,NULL"
"1840,""LRW3F7FS1NC505870"",""2022-07-07 22:23:09"",43,114.84,""2022-07-07 23:07:45"",100,268.46,51.577354,-0.224097,16,True,NULL,NULL"
"1841,""LRW3F7FS5NC505869"",""2022-07-07 22:54:00"",41,109.8,""2022-07-07 23:30:32"",100,263.91,51.506612,-0.222109,16,True,NULL,NULL"
"1842,""LRW3F7FSXNC502949"",""2022-07-07 22:59:22"",15,41.43,""2022-07-07 23:53:53"",97,259.28,51.577346,-0.22404,16,True,NULL,NULL"
"1843,""LRW3F7FS8NC502948"",""2022-07-07 23:03:01"",40,107.26,""2022-07-08 02:27:02"",100,271.21,51.594022,-0.00804,16,True,NULL,NULL"
"1844,""LRW3F7FA3MC335310"",""2022-07-07 23:05:11"",45,104.95,""2022-07-08 01:35:16"",89,211.71,51.359704,0.535066,32,True,NULL,NULL"
"1845,""LRW3F7FS9NC502800"",""2022-07-07 23:07:54"",54,144.13,""2022-07-07 23:33:18"",75,201.67,51.888465,-0.45661,16,True,NULL,NULL"
"1846,""LRW3F7FJ0MC298023"",""2022-07-07 23:12:01"",30,75.1,""2022-07-07 23:51:59"",100,250.73,51.478193,-0.515935,16,True,NULL,NULL"
"1847,""LRW3F7FS8NC502870"",""2022-07-07 23:21:50"",62,165.54,""2022-07-08 00:07:08"",100,269.86,51.391336,-0.118974,16,True,NULL,NULL"
"1848,""LRW3F7FJ4MC387495"",""2022-07-07 23:45:46"",10,27.43,""2022-07-08 00:11:37"",79,209.97,51.526761,-0.283411,16,True,NULL,NULL"
"1849,""LRW3F7FS5NC505810"",""2022-07-07 23:57:40"",82,221.35,""2022-07-08 04:40:31"",100,270.31,51.573614,-0.364422,10,True,NULL,NULL"
"1850,""LRW3F7FA5MC335387"",""2022-07-08 00:02:11"",99,254.03,""2022-07-08 00:07:01"",100,256.59,51.568622,-0.382647,32,True,NULL,NULL"
"1851,""LRW3F7FS8NC502867"",""2022-07-08 00:13:19"",44,119.71,""2022-07-08 00:59:36"",100,273,51.464329,0.108418,16,True,NULL,NULL"
"1852,""LRW3F7FS7NC505548"",""2022-07-08 00:32:02"",45,121.92,""2022-07-08 00:53:39"",91,245.26,51.526817,-0.283562,16,True,NULL,NULL"
"1853,""LRW3F7FSXNC502871"",""2022-07-08 00:53:38"",100,268.95,""2022-07-08 01:03:45"",100,268.95,51.657251,-0.401233,16,True,NULL,NULL"
"1854,""LRW3F7FS1NC505478"",""2022-07-08 00:57:34"",26,70.39,""2022-07-08 01:43:38"",100,267.09,51.506516,-0.222192,16,True,NULL,NULL"
"1855,""LRW3F7FS4NC506818"",""2022-07-08 00:57:36"",60,160.05,""2022-07-08 08:33:42"",87,235.27,51.689785,-0.185903,10,True,NULL,NULL"
"1856,""LRW3F7FS9NC503008"",""2022-07-08 00:59:45"",33,89.31,""2022-07-08 01:03:42"",36,96.88,51.880501,-0.413907,16,True,NULL,NULL"
"1857,""LRW3F7FS9NC506815"",""2022-07-08 01:09:45"",77,205.65,""2022-07-08 01:27:41"",96,257.65,51.426818,-0.026182,16,True,NULL,NULL"
"1858,""LRW3F7FA7MC335407"",""2022-07-08 01:11:52"",23,59.3,""2022-07-08 07:05:11"",91,233.63,51.422443,-0.106596,16,True,NULL,NULL"
"1859,""LRW3F7FA6MC335415"",""2022-07-08 01:11:53"",52,132.42,""2022-07-08 08:35:35"",83,212.69,51.522272,-0.355055,10,True,NULL,NULL"
"1860,""LRW3F7FA6MC335317"",""2022-07-08 01:15:38"",36,93.54,""2022-07-08 01:27:55"",39,100.18,51.455867,0.151871,30,True,NULL,NULL"
"1861,""LRW3F7FA9MC335361"",""2022-07-08 01:25:18"",74,189.63,""2022-07-08 01:45:22"",100,256.07,51.526794,-0.283445,16,True,NULL,NULL"
"1862,""LRW3F7FSXNC502868"",""2022-07-08 01:25:30"",49,130.91,""2022-07-08 04:19:16"",100,269.86,51.523929,0.054225,16,True,NULL,NULL"
"1863,""LRW3F7FS9NC503008"",""2022-07-08 01:40:01"",36,98.29,""2022-07-08 03:00:20"",96,258.49,51.880465,-0.4139,16,True,NULL,NULL"
"1864,""LRW3F7FA6MC335317"",""2022-07-08 01:40:16"",39,100.69,""2022-07-08 02:27:13"",99,252.5,51.455948,0.151883,16,True,NULL,NULL"
"1865,""LRW3F7FS8NC505803"",""2022-07-08 01:59:19"",36,95.49,""2022-07-08 02:45:18"",98,263.3,51.577376,-0.224059,16,True,NULL,NULL"
"1866,""LRW3F7FS8NC505350"",""2022-07-08 02:47:16"",33,88.84,""2022-07-08 02:53:12"",51,138.93,51.871768,0.193493,16,True,NULL,NULL"
"1867,""LRW3F7FS6NC503161"",""2022-07-08 02:51:24"",35,92.51,""2022-07-08 08:33:56"",86,230.75,51.473485,-0.078103,19,True,NULL,NULL"
"1868,""LRW3F7FA5MC335387"",""2022-07-08 02:55:07"",99,254.03,""2022-07-08 03:00:15"",100,256.59,51.568622,-0.382647,32,True,NULL,NULL"
"1869,""LRW3F7FS7NC503167"",""2022-07-08 03:05:13"",93,250.07,""2022-07-08 05:13:12"",100,268.5,51.382914,-0.118417,10,True,NULL,NULL"
"1870,""LRW3F7FS4NC505233"",""2022-07-08 03:21:25"",43,115.78,""2022-07-08 08:06:10"",98,266.05,51.902816,-0.443241,32,True,NULL,NULL"
"1871,""LRW3F7FS2NC505408"",""2022-07-08 03:25:16"",21,57.3,""2022-07-08 03:57:12"",93,250.26,51.510963,-0.460387,16,True,NULL,NULL"
"1872,""LRW3F7FS8NC502951"",""2022-07-08 03:27:14"",64,171.62,""2022-07-08 03:57:10"",100,269.29,51.510971,-0.460488,16,True,NULL,NULL"
"1873,""LRW3F7FS8NC505350"",""2022-07-08 03:27:17"",44,119.56,""2022-07-08 03:53:15"",50,133.74,51.718454,-0.024281,32,True,NULL,NULL"
"1874,""LRW3F7FSXNC505804"",""2022-07-08 03:55:11"",46,123.17,""2022-07-08 04:27:16"",91,242.97,51.595881,0.090847,16,True,NULL,NULL"
"1875,""LRW3F7FA8MC335352"",""2022-07-08 04:01:18"",90,227.12,""2022-07-08 04:10:19"",97,244.98,51.520258,-0.191332,16,True,NULL,NULL"
"1876,""LRW3F7FSXNC502871"",""2022-07-08 04:31:35"",100,268.95,""2022-07-08 04:43:13"",100,268.95,51.657251,-0.401233,16,True,NULL,NULL"
"1877,""LRW3F7FS7NC502875"",""2022-07-08 04:45:18"",25,68.45,""2022-07-08 08:33:49"",72,195.56,51.560586,0.14761,32,True,NULL,NULL"
"1878,""LRW3F7FS8NC505350"",""2022-07-08 04:51:15"",50,134.21,""2022-07-08 04:59:17"",51,138.46,51.718454,-0.024281,32,True,NULL,NULL"
"1879,""LRW3F7FS1NC505805"",""2022-07-08 04:55:15"",52,138.48,""2022-07-08 05:27:20"",96,258.53,51.478092,-0.515763,16,True,NULL,NULL"
"1880,""LRW3F7FS8NC505350"",""2022-07-08 05:15:13"",51,138.93,""2022-09-03 10:16:15"",100,267.6,51.718466,-0.024283,32,True,NULL,""24 Cassandra Gate, Cheshunt, Waltham Cross EN8 0XE, UK"""
"1881,""LRW3F7FA0MC335359"",""2022-07-08 05:43:32"",92,221.88,""2022-07-08 05:55:06"",94,228.39,51.363405,-0.130418,30,True,NULL,NULL"
"1882,""LRW3F7FS6NC505671"",""2022-07-08 05:45:49"",24,65.66,""2022-07-08 06:33:36"",100,268.92,51.871773,0.193397,16,True,NULL,NULL"
"1883,""LRW3F7FA5MC335387"",""2022-07-08 05:49:14"",99,254.03,""2022-07-08 05:53:10"",100,256.59,51.568622,-0.382647,32,True,NULL,NULL"
"1884,""LRW3F7FJ4MC387495"",""2022-07-08 05:57:26"",56,148.49,""2022-07-08 06:33:35"",100,266.25,51.478122,-0.5158,16,True,NULL,NULL"
"1885,""LRW3F7FA3MC335338"",""2022-07-08 06:26:59"",40,102.63,""2022-07-08 06:55:36"",100,255.49,52.168115,0.108838,16,True,NULL,NULL"
"1886,""LRW3F7FSXNC505804"",""2022-07-08 07:09:34"",57,153.28,""2022-07-08 07:35:19"",100,267.05,51.478172,-0.515901,16,True,NULL,NULL"
"1887,""LRW3F7FS0NC505732"",""2022-07-08 07:31:11"",28,75.14,""2022-07-08 07:53:35"",84,227.78,51.135193,-0.191319,16,True,NULL,NULL"
"1888,""LRW3F7FA6MC335379"",""2022-07-08 08:01:35"",16,41.91,""2022-07-08 08:23:53"",45,115,51.917278,-0.497862,16,True,NULL,NULL"
"1889,""LRW3F7FSXNC502871"",""2022-07-08 08:15:29"",100,268.5,""2022-07-08 08:25:58"",100,268.5,51.657251,-0.401233,16,True,NULL,NULL"
"1890,""LRW3F7FS6NC502883"",""2022-07-08 08:17:43"",26,69.86,""2022-07-26 18:24:39"",81,216.77,51.502433,-0.001713,16,True,NULL,NULL"
"1891,""LRW3F7FA1MC335306"",""2022-07-08 08:29:14"",39,98.14,""2022-07-08 08:33:45"",39,99.67,51.749845,0.502236,10,True,NULL,NULL"
"1892,""LRW3F7FS8NC505350"",""2022-07-08 09:05:51"",93,250.93,""2022-07-08 09:47:28"",100,270.31,51.718447,-0.024273,32,True,NULL,NULL"
"1893,""LRW3F7FA5MC335387"",""2022-07-08 09:09:02"",75,191.67,""2022-07-08 10:09:30"",88,226.43,51.56862,-0.382649,32,True,NULL,NULL"
"1894,""LRW3F7FS0NC503009"",""2022-07-08 09:23:42"",55,147.2,""2022-07-08 09:30:21"",67,178.99,51.478091,-0.516079,16,True,NULL,NULL"
"1895,""LRW3F7FA8MC335352"",""2022-07-08 09:29:39"",54,136.27,""2022-07-08 09:57:36"",100,252.64,51.135172,-0.191179,16,True,NULL,NULL"
"1896,""LRW3F7FS1NC505738"",""2022-07-08 09:37:49"",25,65.26,""2022-07-08 10:47:59"",100,266.22,51.516994,-0.158035,16,True,NULL,NULL"
"1897,""LRW3F7FS4NC505734"",""2022-07-08 09:49:50"",27,71.84,""2022-07-08 10:33:56"",80,216,51.459962,-0.005165,16,True,NULL,NULL"
"1898,""LRW3F7FA8MC335397"",""2022-07-08 10:07:55"",58,146.71,""2022-07-08 20:48:18"",100,256.59,51.91233,0.098837,10,True,NULL,NULL"
"1899,""LRW3F7FS8NC502951"",""2022-07-08 10:19:44"",36,95.97,""2022-07-08 13:55:33"",51,137.75,51.526218,-0.452217,10,True,NULL,NULL"
"1900,""LRW3F7FA6MC335379"",""2022-07-08 10:37:49"",29,74.62,""2022-07-08 11:00:03"",89,227.96,51.478171,-0.51602,16,True,NULL,NULL"
"1901,""LRW3F7FS4NC505233"",""2022-07-08 10:42:22"",91,245.26,""2022-07-08 11:33:59"",100,270.31,51.902792,-0.443262,32,True,NULL,NULL"
"1902,""LRW3F7FA3MC335338"",""2022-07-08 10:49:38"",56,143.1,""2022-07-08 11:11:31"",100,255.49,52.735196,0.413823,16,True,NULL,NULL"
"1903,""LRW3F7FS5NC503166"",""2022-07-08 11:07:52"",37,97.82,""2022-07-08 11:51:55"",100,267.57,51.438003,0.26894,16,True,NULL,NULL"
"1904,""LRW3F7FA2MC335315"",""2022-07-08 11:44:02"",17,42.93,""2022-07-08 12:00:45"",72,185.54,51.478095,-0.515997,16,True,NULL,NULL"
"1905,""LRW3F7FA3MC335310"",""2022-07-08 12:29:23"",50,118.54,""2022-07-08 12:37:37"",74,176.29,51.453487,0.247077,16,True,NULL,NULL"
"1906,""LRW3F7FA5MC335387"",""2022-07-08 12:29:33"",81,208.03,""2022-07-08 13:53:12"",100,256.59,51.568614,-0.382632,32,True,NULL,NULL"
"1907,""LRW3F7FS4NC505233"",""2022-07-08 12:45:58"",99,266.53,""2022-07-08 12:56:13"",100,270.31,51.902777,-0.443273,32,True,NULL,NULL"
"1908,""LRW3F7FA8MC335352"",""2022-07-08 13:25:43"",62,157.71,""2022-07-08 13:43:22"",95,240.9,51.506594,-0.222072,16,True,NULL,NULL"
"1909,""LRW3F7FS8NC505476"",""2022-07-08 13:55:53"",36,97.62,""2022-07-08 14:12:11"",79,213.31,51.526811,-0.283589,16,True,NULL,NULL"
"1910,""LRW3F7FS6NC505606"",""2022-07-08 14:03:18"",85,229.21,""2022-07-08 15:23:59"",100,269.4,51.133981,0.22834,32,True,NULL,NULL"
"1911,""LRW3F7FA3MC335338"",""2022-07-08 14:17:56"",51,130.49,""2022-07-08 14:26:59"",68,172.7,51.871748,0.193505,16,True,NULL,NULL"
"1912,""LRW3F7FSXNC505804"",""2022-07-08 14:20:29"",56,150.85,""2022-07-08 14:51:47"",99,265.41,51.595866,0.090861,16,True,NULL,NULL"
"1913,""LRW3F7FS8NC506577"",""2022-07-08 14:27:19"",43,116.96,""2022-07-08 14:47:56"",81,217.92,51.400696,-0.077457,16,True,NULL,NULL"
"1914,""LRW3F7FA1MC335306"",""2022-07-08 14:38:25"",45,115,""2022-07-09 09:47:50"",81,205.98,51.749851,0.502244,5,True,NULL,NULL"
"1915,""LRW3F7FA0MC335359"",""2022-07-08 15:03:05"",17,40.69,""2022-07-08 15:57:10"",30,73.24,51.363428,-0.130426,30,True,NULL,NULL"
"1916,""LRW3F7FA2MC335315"",""2022-07-08 15:06:09"",55,139.54,""2022-07-08 15:20:04"",85,218.76,51.478102,-0.516024,16,True,NULL,NULL"
"1917,""LRW3F7FS6NC505346"",""2022-07-08 15:13:47"",22,58.74,""2022-07-08 18:47:20"",87,235.92,51.4961,0.118115,16,True,NULL,NULL"
"1918,""LRW3F7FAXMC335420"",""2022-07-08 15:13:52"",5,13.29,""2022-07-08 15:48:11"",93,238.21,51.545647,-0.474345,16,True,NULL,NULL"
"1919,""LRW3F7FA3MC335310"",""2022-07-08 15:21:29"",37,86.93,""2022-07-08 16:39:28"",58,137.38,51.359711,0.53508,32,True,NULL,NULL"
"1920,""LRW3F7FAXMC335384"",""2022-07-08 15:31:30"",11,27.35,""2022-07-08 16:37:10"",18,46.29,51.368562,-0.197662,16,True,NULL,NULL"
"1921,""LRW3F7FS8NC502951"",""2022-07-08 15:40:33"",48,128.66,""2022-07-08 16:30:07"",51,138.26,51.52622,-0.452228,10,True,NULL,NULL"
"1922,""LRW3F7FS6NC505671"",""2022-07-08 15:57:42"",65,174.27,""2022-07-08 16:19:32"",99,265.99,51.478094,-0.515911,16,True,NULL,NULL"
"1923,""LRW3F7FS0NC503009"",""2022-07-08 16:03:48"",40,106.58,""2022-07-08 16:11:36"",63,166.81,51.478165,-0.515704,16,True,NULL,NULL"
"1924,""LRW3F7FS8NC505350"",""2022-07-08 16:03:52"",30,80.81,""2022-07-08 16:47:43"",98,265.58,51.478166,-0.515938,16,True,NULL,NULL"
"1925,""LRW3F7FS5NC505810"",""2022-07-08 16:09:24"",69,185.74,""2022-07-08 16:50:18"",71,193.23,51.573587,-0.364353,10,True,NULL,NULL"
"1926,""LRW3F7FS4NC505233"",""2022-07-08 16:19:37"",89,239.59,""2022-07-08 17:26:36"",100,270.31,51.902797,-0.443268,32,True,NULL,NULL"
"1927,""LRW3F7FS1NC503018"",""2022-07-08 16:45:20"",24,65.69,""2022-07-08 17:35:46"",99,267.94,51.526834,-0.283553,16,True,NULL,NULL"
"1928,""LRW3F7FS6NC506187"",""2022-07-08 16:47:58"",43,117.19,""2022-07-08 23:55:39"",100,270.76,51.551512,-0.246688,22,True,NULL,NULL"
"1929,""LRW3F7FA5MC335387"",""2022-07-08 17:03:10"",99,254.03,""2022-07-08 17:09:41"",100,256.59,51.568614,-0.382632,32,True,NULL,NULL"
"1930,""LRW3F7FAXMC335384"",""2022-07-08 17:41:38"",10,25.25,""2022-07-08 18:27:17"",19,48.39,51.372036,-0.223889,30,True,NULL,NULL"
"1931,""LRW3F7FA3MC335310"",""2022-07-08 17:43:44"",54,127.65,""2022-07-08 18:19:23"",64,150.75,51.359706,0.535071,32,True,NULL,NULL"
"1932,""LRW3F7FS8NC505350"",""2022-07-08 18:01:21"",84,225.41,""2022-07-08 19:30:02"",100,270.31,51.718431,-0.024281,32,True,NULL,NULL"
"1933,""LRW3F7FS5NC505810"",""2022-07-08 18:01:32"",71,192.69,""2022-07-08 21:22:09"",84,225.34,51.573587,-0.364353,10,True,NULL,NULL"
"1934,""LRW3F7FJ7MC387488"",""2022-07-08 18:23:27"",24,62.89,""2022-07-08 19:03:25"",95,252.96,51.50666,-0.221819,16,True,NULL,NULL"
"1935,""LRW3F7FS8NC502951"",""2022-07-08 18:47:10"",47,125.28,""2022-07-09 06:59:16"",99,268.61,51.526213,-0.452213,10,True,NULL,NULL"
"1936,""LRW3F7FS4NC506818"",""2022-07-08 18:57:26"",54,145.42,""2022-07-09 07:35:28"",100,268.05,51.689775,-0.185857,10,True,NULL,NULL"
"1937,""LRW3F7FS7NC503167"",""2022-07-08 19:19:35"",51,138.49,""2022-07-08 19:57:26"",100,268.95,51.372798,-0.118239,16,True,NULL,NULL"
"1938,""LRW3F7FS6NC502883"",""2022-07-08 19:20:08"",26,70.02,""2022-07-08 20:06:26"",100,270.76,51.502236,-0.001846,16,True,NULL,NULL"
"1939,""LRW3F7FS9NC505874"",""2022-07-08 19:23:33"",10,27.24,""2022-07-08 19:47:59"",73,196,51.526776,-0.283408,16,True,NULL,NULL"
"1940,""LRW3F7FS8NC502710"",""2022-07-08 19:47:45"",50,137.27,""2022-07-08 19:57:23"",51,137.78,51.408335,-0.160863,10,True,NULL,NULL"
"1941,""LRW3F7FS9NC502876"",""2022-07-08 19:47:45"",16,44.43,""2022-07-08 20:05:50"",54,144.63,51.442595,-0.044353,16,True,NULL,NULL"
"1942,""LRW3F7FS0NC505939"",""2022-07-08 19:51:21"",47,126.17,""2022-07-08 20:30:27"",92,249.51,51.380764,-0.123764,16,True,NULL,NULL"
"1943,""LRW3F7FS7NC502939"",""2022-07-08 20:09:19"",20,54.26,""2022-07-08 21:09:30"",100,266.82,51.406172,-0.166746,16,True,NULL,NULL"
"1944,""LRW3F7FS4NC505345"",""2022-07-08 20:23:52"",15,39.34,""2022-07-08 20:41:13"",68,178.48,51.506675,-0.222024,16,True,NULL,NULL"
"1945,""LRW3F7FA1MC335354"",""2022-07-08 20:27:41"",72,184.02,""2022-07-08 21:12:01"",87,223.38,51.579356,-0.014829,16,True,NULL,NULL"
"1946,""LRW3F7FS9NC502876"",""2022-07-08 20:30:19"",60,161.64,""2022-07-08 21:21:55"",63,169.68,51.43538,-0.012361,10,True,NULL,NULL"
"1947,""LRW3F7FJ0MC298023"",""2022-07-08 20:38:20"",3,8.14,""2022-07-08 21:12:01"",99,248.31,51.47818,-0.515608,16,True,NULL,NULL"
"1948,""LRW3F7FS9NC502943"",""2022-07-08 20:43:57"",30,79.87,""2022-07-08 21:40:32"",100,269.4,51.577406,-0.224142,16,True,NULL,NULL"
"1949,""LRW3F7FS4NC505345"",""2022-07-08 20:51:20"",76,201.02,""2022-07-08 21:15:08"",99,263.88,51.506675,-0.222024,16,True,NULL,NULL"
"1950,""LRW3F7FSXNC502871"",""2022-07-08 21:07:41"",72,193.22,""2022-07-09 01:39:19"",100,268.5,51.657167,-0.401332,16,True,NULL,NULL"
"1951,""LRW3F7FJ3MC387486"",""2022-07-08 21:09:29"",23,62.11,""2022-07-08 21:33:37"",84,224.34,51.502386,-0.001797,16,True,NULL,NULL"
"1952,""LRW3F7FS8NC505476"",""2022-07-08 21:11:59"",51,137.41,""2022-07-08 21:43:21"",98,263.09,51.478095,-0.515595,16,True,NULL,NULL"
"1953,""LRW3F7FA3MC335310"",""2022-07-08 21:17:17"",24,56.07,""2022-07-08 21:33:33"",68,159.67,51.286219,0.54578,16,True,NULL,NULL"
"1954,""LRW3F7FS9NC502876"",""2022-07-08 21:39:05"",63,169.68,""2022-07-09 03:51:15"",85,228.28,51.435372,-0.012373,10,True,NULL,NULL"
"1955,""LRW3F7FA0MC335359"",""2022-07-08 21:53:46"",11,26.71,""2022-07-09 03:39:10"",95,228.86,51.36343,-0.130416,30,True,NULL,NULL"
"1956,""LRW3F7FS9NC502716"",""2022-07-08 21:57:27"",16,43.96,""2022-07-08 22:36:05"",93,250.05,51.526729,-0.28337,16,True,NULL,NULL"
"1957,""LRW3F7FA3MC335310"",""2022-07-08 22:13:14"",60,143.22,""2022-07-09 00:03:44"",94,223.06,51.359732,0.535107,32,True,NULL,NULL"
"1958,""LRW3F7FS8NC502948"",""2022-07-08 22:41:49"",49,132.31,""2022-07-09 01:33:38"",100,270.76,51.59718,-0.014378,16,True,NULL,NULL"
"1959,""LRW3F7FS0NC505732"",""2022-07-08 22:49:21"",15,41.11,""2022-07-09 08:01:22"",100,270.31,51.544862,-0.230968,25,True,NULL,NULL"
"1960,""LRW3F7FA6MC335415"",""2022-07-09 00:03:46"",55,139.58,""2022-07-09 01:07:42"",76,194.79,51.526615,-0.28344,15,True,NULL,NULL"
"1961,""LRW3F7FA9MC335361"",""2022-07-09 00:10:16"",43,109.38,""2022-07-09 00:35:42"",99,253.52,51.526847,-0.283548,16,True,NULL,NULL"
"1962,""LRW3F7FA6MC335317"",""2022-07-09 00:36:01"",26,67.47,""2022-07-09 00:49:35"",29,74.12,51.455848,0.151847,30,True,NULL,NULL"
"1963,""LRW3F7FS7NC502942"",""2022-07-09 00:37:45"",30,81.04,""2022-07-09 00:59:39"",78,212.22,51.642233,-0.061342,16,True,NULL,NULL"
"1964,""LRW3F7FSXNC505348"",""2022-07-09 00:45:18"",61,163.98,""2022-07-09 04:13:30"",100,270.76,51.463657,-0.185103,32,True,NULL,NULL"
"1965,""LRW3F7FA6MC335317"",""2022-07-09 00:57:52"",31,80.25,""2022-07-09 01:49:48"",98,249.45,51.455976,0.151819,16,True,NULL,NULL"
"1966,""LRW3F7FA3MC335310"",""2022-07-09 01:01:40"",97,225.12,""2022-07-09 01:01:40"",97,225.12,51.359724,0.535097,32,True,NULL,NULL"
"1967,""LRW3F7FS5NC505550"",""2022-07-09 01:01:56"",3,8.03,""2022-07-09 01:09:54"",31,83.64,51.577972,0.185076,16,True,NULL,NULL"
"1968,""LRW3F7FJ4MC387495"",""2022-07-09 01:06:00"",52,137.14,""2022-07-09 01:31:47"",98,261.52,51.478106,-0.515959,16,True,NULL,NULL"
"1969,""LRW3F7FS4NC505734"",""2022-07-09 01:17:30"",46,123.83,""2022-07-09 01:57:13"",93,249.55,51.411602,-0.157653,16,True,NULL,NULL"
"1970,""LRW3F7FS9NC503008"",""2022-07-09 03:13:09"",47,126.17,""2022-07-09 03:25:27"",57,153.58,51.880468,-0.413903,16,True,NULL,NULL"
"1971,""LRW3F7FS9NC506815"",""2022-07-09 03:25:30"",46,122.91,""2022-07-09 04:11:38"",92,247.23,51.430444,-0.014879,16,True,NULL,NULL"
"1972,""LRW3F7FS4NC505233"",""2022-07-09 03:25:34"",15,41.11,""2022-07-09 10:47:40"",100,270.31,51.902802,-0.443239,32,True,NULL,NULL"
"1973,""LRW3F7FS8NC505350"",""2022-07-09 03:47:07"",41,110.11,""2022-07-09 08:47:38"",100,270.31,51.718454,-0.024275,32,True,NULL,NULL"
"1974,""LRW3F7FA8MC335352"",""2022-07-09 03:47:10"",69,174.55,""2022-07-09 04:03:16"",92,233.24,51.478077,-0.515639,16,True,NULL,NULL"
"1975,""LRW3F7FS1NC505805"",""2022-07-09 03:47:14"",39,105.87,""2022-07-09 04:05:26"",75,201.82,51.478087,-0.515916,16,True,NULL,NULL"
"1976,""LRW3F7FS7NC502875"",""2022-07-09 04:03:23"",22,58.92,""2022-07-09 10:10:32"",92,247.57,51.560579,0.147621,32,True,NULL,NULL"
"1977,""LRW3F7FSXNC502871"",""2022-07-09 04:45:25"",100,268.95,""2022-07-09 04:55:17"",100,268.95,51.657167,-0.401332,16,True,NULL,NULL"
"1978,""LRW3F7FS3NC505739"",""2022-07-09 04:49:18"",11,29.5,""2022-07-09 06:03:40"",100,267.93,51.419286,0.356104,16,True,NULL,NULL"
"1979,""LRW3F7FS6NC505475"",""2022-07-09 04:53:15"",24,64.21,""2022-07-09 05:41:16"",100,270.76,51.526762,-0.283396,16,True,NULL,NULL"
"1980,""LRW3F7FS7NC505548"",""2022-07-09 05:17:27"",35,95.93,""2022-07-09 05:45:24"",93,251.4,51.526844,-0.28359,16,True,NULL,NULL"
"1981,""LRW3F7FA7MC335407"",""2022-07-09 06:17:13"",3,7.67,""2022-07-09 07:11:23"",13,33.74,51.336163,-0.117482,30,True,NULL,NULL"
"1982,""LRW3F7FA8MC335352"",""2022-07-09 06:43:10"",77,194.45,""2022-07-09 06:59:21"",97,245.49,51.478095,-0.515767,16,True,NULL,NULL"
"1983,""LRW3F7FS5NC505810"",""2022-07-09 06:43:12"",12,32.78,""2022-07-09 08:13:44"",18,49.98,51.573609,-0.364386,10,True,NULL,NULL"
"1984,""LRW3F7FSXNC505348"",""2022-07-09 07:05:38"",100,270.76,""2022-07-09 07:11:37"",100,270.76,51.463657,-0.185103,32,True,NULL,NULL"
"1985,""LRW3F7FA1MC335354"",""2022-07-09 07:05:44"",85,217.25,""2022-07-09 07:50:32"",100,255.12,51.579356,-0.014829,16,True,NULL,NULL"
"1986,""LRW3F7FSXNC505804"",""2022-07-09 07:07:44"",78,208.09,""2022-07-09 07:23:21"",100,266.5,51.489511,0.286803,16,True,NULL,NULL"
"1987,""LRW3F7FA7MC335407"",""2022-07-09 07:17:02"",14,35.27,""2022-07-09 07:29:17"",18,44.99,51.336109,-0.117553,16,True,NULL,NULL"
"1988,""LRW3F7FS9NC502716"",""2022-07-09 08:58:03"",91,242.96,""2022-07-09 09:11:54"",93,249.1,51.585855,-0.333096,30,True,NULL,NULL"
"1989,""LRW3F7FS8NC502710"",""2022-07-09 09:07:39"",47,128.29,""2022-07-09 09:33:30"",99,269.41,51.302634,0.161122,16,True,NULL,NULL"
"1990,""LRW3F7FA7MC335407"",""2022-07-09 09:15:24"",14,35.79,""2022-07-09 10:33:04"",100,256.59,51.422422,-0.106546,16,True,NULL,NULL"
"1991,""LRW3F7FS5NC503166"",""2022-07-09 09:47:37"",58,154.2,""2022-07-09 10:10:21"",93,247.87,51.438,0.26896,16,True,NULL,NULL"
"1992,""LRW3F7FS6NC505346"",""2022-07-09 09:57:42"",44,117.69,""2022-07-09 13:09:44"",100,270.31,51.496083,0.118148,16,True,NULL,NULL"
"1993,""LRW3F7FA2MC335315"",""2022-07-09 10:15:41"",31,78.2,""2022-07-09 10:27:58"",68,174.81,51.478089,-0.515961,16,True,NULL,NULL"
"1994,""LRW3F7FA1MC335306"",""2022-07-09 10:17:45"",76,195.76,""2022-07-09 10:35:33"",78,199.34,51.749841,0.502245,10,True,NULL,NULL"
"1995,""LRW3F7FSXNC505477"",""2022-07-09 10:35:27"",22,60.64,""2022-07-09 11:11:17"",95,256.43,51.286335,0.545642,16,True,NULL,NULL"
"1996,""LRW3F7FS6NC503161"",""2022-07-09 10:43:27"",56,151.62,""2022-07-09 11:16:21"",97,260.38,51.4728,-0.071209,16,True,NULL,NULL"
