"id,""vin"",""start_timestamp"",""start_battery_level"",""start_battery_range"",""end_timestamp"",""end_battery_level"",""end_battery_range"",""latitude"",""longitude"",""charge_amps"",""charge_status"",""updated_at"",""charge_address"""
"10746,""LRW3F7FS2NC505666"",""2022-09-25 23:21:12"",69,184.32,""2022-09-26 01:15:13"",89,237.94,51.489037,-0.077516,30,True,NULL,""110 Dunton Rd, London SE1 5UN, UK"""
"10747,""LRW3F7FA6MC335317"",""2022-09-25 23:33:36"",52,132.18,""2022-09-26 05:57:37"",80,202.09,51.502881,0.111031,10,True,NULL,""12 Waterfield Cl, London SE28 8DD, UK"""
"10748,""LRW3F7FA7MC335407"",""2022-09-25 23:36:09"",30,75.16,""2022-09-26 04:18:07"",90,228.56,51.422406,-0.106618,29,True,NULL,""415 Beulah Hill, London SE19 3HB, UK"""
"10749,""LRW3F7FA3MC335310"",""2022-09-25 23:48:07"",37,91.91,""2022-09-26 02:48:08"",80,200.16,51.359728,0.535102,32,True,NULL,""20 Fisher Rd, Chatham ME5 7RU, UK"""
"10750,""LRW3F7FS0NC502944"",""2022-09-25 23:54:09"",1,2.97,""2022-09-26 00:00:15"",19,48.99,51.577979,0.185,16,True,NULL,""N20/N21 Market Pl, Romford RM1 3RL, UK"""
"10751,""LRW3F7FS0NC505472"",""2022-09-26 00:00:20"",88,237.48,""2022-09-26 03:36:18"",99,270.76,51.623336,-0.38874,10,True,NULL,""22 Muirfield Rd, Watford WD19 6LN, UK"""
"10752,""LRW3F7FS0NC503009"",""2022-09-26 00:30:32"",99,267.15,""2022-09-26 00:33:27"",99,267.15,51.571169,-0.089317,16,True,NULL,""1 to 46 Nature View Apartments, Woodberry Down, London N4 2GN, UK"""
"10753,""LRW3F7FJ6MC387496"",""2022-09-26 00:36:26"",59,155.79,""2022-09-26 06:15:44"",99,265.79,51.513787,-0.415598,31,True,NULL,""103 Central Ave, Hayes UB3 2BP, UK"""
"10754,""LRW3F7FA2MC335363"",""2022-09-26 00:45:09"",12,30.67,""2022-09-26 01:39:11"",99,252.08,51.506725,-0.222189,16,True,NULL,""3 Ariel Way, London W12 7SL, UK"""
"10755,""LRW3F7FA1MC335306"",""2022-09-26 00:57:14"",99,253.05,""2022-09-26 01:12:18"",99,255.1,51.749878,0.502238,9,True,NULL,""37 Candytuft Rd, Springfield, Chelmsford CM1 6YS, UK"""
"10756,""LRW3F7FS8NC502951"",""2022-09-26 01:30:10"",99,266.2,""2022-09-26 01:48:10"",99,267.15,51.526225,-0.45222,10,True,NULL,""10 Pield Heath Rd, Uxbridge UB8 3NF, UK"""
"10757,""LRW3F7FS7NC502875"",""2022-09-26 01:36:31"",36,97.38,""2022-09-26 02:36:24"",99,268.05,51.552309,0.113144,16,True,NULL,""807-829 Longbridge Rd, Dagenham RM8 2DB, UK"""
"10758,""LRW3F7FS2NC506817"",""2022-09-26 01:57:38"",57,152.21,""2022-09-26 05:39:57"",99,268.5,51.579877,-0.199388,32,True,NULL,""87 Templars Ave, London NW11 0NR, UK"""
"10759,""LRW3F7FS4NC505670"",""2022-09-26 02:18:13"",3,7.73,""2022-09-26 03:30:13"",90,240.64,51.545356,-0.006173,16,True,NULL,""17 International Way, London E15 1AZ, UK"""
"10760,""LRW3F7FS9NC502943"",""2022-09-26 02:42:27"",21,55.31,""2022-09-26 03:27:25"",99,264.74,51.506507,-0.222195,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"10761,""LRW3F7FS3NC503246"",""2022-09-26 02:51:10"",38,100.7,""2022-09-26 03:45:10"",99,264.27,51.871952,0.195463,16,True,NULL,""The Welcome Break Services, Dunmow Rd, Bishop s Stortford CM23 5QZ, UK"""
"10762,""LRW3F7FS6NC505671"",""2022-09-26 02:57:48"",34,89.68,""2022-09-26 03:45:30"",99,268.05,51.478094,-0.515913,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"10763,""LRW3F7FS0NC502801"",""2022-09-26 03:21:23"",23,59.97,""2022-09-26 04:24:22"",100,263.95,51.577903,0.185073,16,True,NULL,""Halyards Court, 12 Western Rd, Romford RM1 3GL, UK"""
"10764,""LRW3F7FS3NC505739"",""2022-09-26 03:24:27"",45,119.6,""2022-09-26 05:33:38"",82,219.34,51.41362,0.123041,16,True,NULL,""231,1 Chancerygate Industrial Park, Edgington Way, Orpington, Sidcup DA14 5AF, UK"""
"10765,""LRW3F7FSXNC505348"",""2022-09-26 03:39:27"",76,202.79,""2022-09-26 04:45:29"",89,238.25,51.463696,-0.185181,32,True,NULL,""8a Juniper Dr, London SW18 1TW, UK"""
"10766,""LRW3F7FA1MC335306"",""2022-09-26 03:54:21"",99,252.03,""2022-09-26 04:09:19"",99,254.59,51.749878,0.502238,9,True,NULL,""37 Candytuft Rd, Springfield, Chelmsford CM1 6YS, UK"""
"10767,""LRW3F7FS0NC503009"",""2022-09-26 03:54:30"",99,267.15,""2022-09-26 04:00:27"",99,267.15,51.571169,-0.089317,16,True,NULL,""1 to 46 Nature View Apartments, Woodberry Down, London N4 2GN, UK"""
"10768,""LRW3F7FS8NC505350"",""2022-09-26 04:03:12"",11,29.78,""2022-09-26 11:39:18"",99,268.5,51.718433,-0.024271,32,True,NULL,""24 Cassandra Gate, Cheshunt, Waltham Cross EN8 0XE, UK"""
"10769,""LRW3F7FS6NC502799"",""2022-09-26 04:06:22"",23,61.37,""2022-09-26 04:48:18"",98,260.13,51.510978,-0.460483,16,True,NULL,""197 Horton Rd, West Drayton UB7 8JD, UK"""
"10770,""LRW3F7FS4NC502946"",""2022-09-26 04:30:10"",42,111.45,""2022-09-26 04:39:08"",52,137.58,51.506614,-0.222129,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"10771,""LRW3F7FA1MC335306"",""2022-09-26 06:48:28"",98,249.48,""2022-09-26 07:18:25"",99,254.08,51.749839,0.502245,9,True,NULL,""51 Candytuft Rd, Springfield, Chelmsford CM1 6YS, UK"""
"10772,""LRW3F7FS0NC503009"",""2022-09-26 06:54:47"",99,267.15,""2022-09-26 06:57:40"",99,267.15,51.571169,-0.089317,16,True,NULL,""1 to 46 Nature View Apartments, Woodberry Down, London N4 2GN, UK"""
"10773,""LRW3F7FS5NC505550"",""2022-09-26 07:48:43"",18,46.45,""2022-09-26 08:33:47"",95,249.77,51.472564,-0.209171,16,True,NULL,""923-931 Fulham Rd., London SW6 5HY, UK"""
"10774,""LRW3F7FS4NC505345"",""2022-09-26 08:18:19"",7,18.44,""2022-09-26 09:06:20"",99,264.7,51.506631,-0.221908,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"10775,""LRW3F7FS5NC505810"",""2022-09-26 08:30:39"",74,196.24,""2022-09-26 09:09:36"",76,202.86,51.573588,-0.364393,10,True,NULL,""6 Apple Grove, Harrow HA2 0FD, UK"""
"10776,""LRW3F7FS9NC502876"",""2022-09-26 08:54:11"",23,59.97,""2022-09-26 09:18:12"",84,221.94,51.502527,-0.001528,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10777,""LRW3F7FA6MC335317"",""2022-09-26 08:57:52"",68,171.47,""2022-09-26 16:30:50"",100,253.66,51.50286,0.111036,10,True,NULL,""12 Waterfield Cl, London SE28 8DD, UK"""
"10778,""LRW3F7FS9NC505941"",""2022-09-26 09:06:21"",41,107.28,""2022-09-26 09:27:23"",90,236.11,52.409654,-1.250616,16,True,NULL,""M6 J1, Rugby CV23 0EZ, UK"""
"10779,""LRW3F7FS6NC505671"",""2022-09-26 09:27:41"",50,133.78,""2022-09-26 10:03:48"",99,268.05,51.478078,-0.515894,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"10780,""LRW3F7FSXNC505804"",""2022-09-26 09:51:37"",37,97.51,""2022-09-26 10:51:45"",99,265.79,51.563627,0.082232,16,True,NULL,""296-306 Ley St, Ilford IG1 4BS, UK"""
"10781,""LRW3F7FS5NC503166"",""2022-09-26 09:51:44"",50,133.84,""2022-09-26 10:33:56"",99,264.73,51.437991,0.268909,16,True,NULL,""C7Q9+5H Greenhithe, UK"""
"10782,""LRW3F7FS8NC505736"",""2022-09-26 09:54:50"",21,56.26,""2022-09-26 10:19:06"",70,187.68,51.502236,-0.001784,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10783,""LRW3F7FA8MC335335"",""2022-09-26 09:57:16"",26,64.6,""2022-09-26 10:21:09"",67,170.37,51.581438,-0.500695,16,True,NULL,""6 Green Tiles Ln, Denham, Uxbridge UB9 5HX, UK"""
"10784,""LRW3F7FS9NC502716"",""2022-09-26 10:00:43"",40,106.23,""2022-09-26 10:54:55"",99,262.53,52.480633,-1.771596,16,True,NULL,""55 E Meadway, Birmingham B33 0AU, UK"""
"10785,""LRW3F7FS8NC505736"",""2022-09-26 10:27:51"",79,211.79,""2022-09-26 10:43:03"",96,255.29,51.502234,-0.001805,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10786,""LRW3F7FA3MC335338"",""2022-09-26 10:30:07"",16,41.28,""2022-09-26 10:48:07"",80,202.06,51.750353,0.511374,16,True,NULL,""1 White Hart Ln, Springfield, Chelmsford CM2 5EF, UK"""
"10787,""LRW3F7FA8MC335397"",""2022-09-26 10:36:44"",23,57.77,""2022-09-26 11:27:46"",99,254.08,51.687524,-0.223457,16,True,NULL,""23 Bignells Cor, Potters Bar EN6 3QQ, UK"""
"10788,""LRW3F7FS8NC505736"",""2022-09-26 10:49:04"",96,257.18,""2022-09-26 10:58:04"",99,266.63,51.50241,-0.001519,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10789,""LRW3F7FS0NC505472"",""2022-09-26 10:51:25"",99,266.53,""2022-09-26 11:12:31"",99,270.31,51.652571,-0.386731,16,True,NULL,""239 Waterfields Way, Watford WD17 2BD, UK"""
"10790,""LRW3F7FS4NC502946"",""2022-09-26 10:57:26"",25,66.2,""2022-09-26 11:12:13"",67,177.85,51.478193,-0.515783,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"10791,""LRW3F7FS6NC502639"",""2022-09-26 11:24:31"",21,54.71,""2022-09-26 12:21:37"",94,248.53,51.508512,-0.336141,16,True,NULL,""88 Uxbridge Rd, London W7 3SU, UK"""
"10792,""LRW3F7FS1NC505870"",""2022-09-26 11:33:23"",15,41.13,""2022-09-26 12:30:26"",23,61.45,51.532567,-0.090373,22,True,NULL,""Shaftesbury Court, Shaftesbury St, London N1 7HL, UK"""
"10793,""LRW3F7FS5NC502793"",""2022-09-26 11:36:22"",39,101.31,""2022-09-26 12:33:21"",100,264.89,51.461054,-0.16615,16,True,NULL,""68 Battersea Rise, London SW11 1EQ, UK"""
"10794,""LRW3F7FS9NC502800"",""2022-09-26 11:36:45"",32,84.8,""2022-09-26 14:09:53"",42,110.09,51.90474,-0.417665,10,True,NULL,""13 Kingsdown Ave, Luton LU2 7BU, UK"""
"10795,""LRW3F7FA0MC335359"",""2022-09-26 12:00:11"",67,171.77,""2022-09-26 12:12:07"",83,213.18,51.472576,-0.20913,16,True,NULL,""923-931 Fulham Rd., London SW6 5HY, UK"""
"10796,""LRW3F7FS8NC505803"",""2022-09-26 12:12:37"",26,68.76,""2022-09-26 12:51:35"",93,244.75,51.506509,-0.222258,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"10797,""LRW3F7FS9NC502795"",""2022-09-26 12:15:30"",14,37.23,""2022-09-26 12:39:22"",77,204.26,51.502446,-0.001532,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10798,""LRW3F7FS1NC505870"",""2022-09-26 12:36:27"",23,62.4,""2022-09-26 16:54:32"",100,268.5,51.531771,-0.089441,16,True,NULL,""45 to 104, Evelyn Court, London N1 7PS, UK"""
"10799,""LRW3F7FS8NC502870"",""2022-09-26 12:45:23"",44,118.19,""2022-09-26 14:45:24"",99,268.05,51.439473,-0.156071,16,True,NULL,""7 Balham High Rd, London SW17 7AN, UK"""
"10800,""LRW3F7FS1NC505478"",""2022-09-26 13:03:17"",28,75.5,""2022-09-26 13:48:24"",99,263.76,51.506372,-0.222471,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"10801,""LRW3F7FSXNC505348"",""2022-09-26 13:09:41"",60,160.25,""2022-09-26 16:36:40"",99,268.5,51.463709,-0.185133,32,True,NULL,""8a Juniper Dr, London SW18 1TW, UK"""
"10802,""LRW3F7FA9MC335389"",""2022-09-26 13:39:11"",48,121.67,""2022-09-26 13:54:14"",51,130.87,51.371115,-0.039786,32,True,NULL,""16 Colin Cl, Croydon CR0 8QD, UK"""
"10803,""LRW3F7FS4NC504681"",""2022-09-26 13:39:15"",33,88.36,""2022-09-26 14:21:20"",99,266.7,51.506575,-0.222037,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"10804,""LRW3F7FAXMC335384"",""2022-09-26 13:48:13"",42,105.15,""2022-09-26 14:24:18"",49,121.99,51.375167,-0.205486,30,True,NULL,""55 Oldfields Rd, Sutton SM1 2NB, UK"""
"10805,""LRW3F7FA8MC335352"",""2022-09-26 13:48:28"",40,101.07,""2022-09-26 14:18:26"",90,227.69,51.506627,-0.2219,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"10806,""LRW3F7FS4NC506818"",""2022-09-26 14:03:20"",51,136.65,""2022-09-26 19:24:14"",71,188.66,51.68979,-0.185885,10,True,NULL,""129 Sunnybank Rd, Potters Bar EN6 2NG, UK"""
"10807,""LRW3F7FA8MC335397"",""2022-09-26 14:09:49"",82,208.07,""2022-09-26 14:21:53"",100,254.59,51.502279,-0.001863,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10808,""LRW3F7FS6NC502883"",""2022-09-26 14:25:16"",25,67.34,""2022-09-26 14:46:07"",81,216.65,51.545681,-0.474413,16,True,NULL,""26 Chippendale Waye, Uxbridge UB8 1QJ, UK"""
"10809,""LRW3F7FS3NC502873"",""2022-09-26 14:33:57"",21,55.81,""2022-09-26 14:57:53"",49,130.88,51.630622,-0.263738,16,True,NULL,""4 Mill Way, M1, London NW7 3HU, UK"""
"10810,""LRW3F7FS8NC503162"",""2022-09-26 14:36:42"",60,157.48,""2022-09-26 15:27:20"",99,267.15,51.68333,-0.032021,16,True,NULL,""Hyde Court, Parkside, Waltham Cross EN8 7TL, UK"""
"10811,""LRW3F7FS8NC505347"",""2022-09-26 14:37:39"",54,144.65,""2022-09-26 15:04:04"",83,221.7,51.487109,0.02362,16,True,NULL,""The Pickwick, 246 Woolwich Rd, London SE7 7QU, UK"""
"10812,""LRW3F7FS9NC502800"",""2022-09-26 14:51:47"",40,106.12,""2022-09-26 23:54:23"",74,196.24,51.904756,-0.417684,10,True,NULL,""13 Kingsdown Ave, Luton LU2 7BU, UK"""
"10813,""LRW3F7FS3NC502873"",""2022-09-26 15:09:58"",53,142.24,""2022-09-26 15:28:17"",78,207.43,51.630622,-0.263738,16,True,NULL,""4 Mill Way, M1, London NW7 3HU, UK"""
"10814,""LRW3F7FS6NC505346"",""2022-09-26 15:24:35"",21,54.36,""2022-09-26 16:42:24"",99,268.5,51.46432,0.108443,16,True,NULL,""74 Upper Wickham Ln, Welling DA16 3AD, UK"""
"10815,""LRW3F7FSXNC502871"",""2022-09-26 15:24:55"",20,52.49,""2022-09-26 16:04:06"",24,62.89,51.702571,-0.032949,16,True,NULL,""6 Windmill Ln, Cheshunt, Waltham Cross EN8 9AA, UK"""
"10816,""LRW3F7FS2NC506817"",""2022-09-26 15:52:09"",81,217.45,""2022-09-26 17:33:44"",99,268.5,51.579875,-0.19943,32,True,NULL,""87 Templars Ave, London NW11 0NR, UK"""
"10817,""LRW3F7FS0NC505407"",""2022-09-26 16:00:20"",66,175.86,""2022-09-26 18:48:13"",91,242.52,51.588794,-0.073679,16,True,NULL,""1 Philip Ln, London N15 4JA, UK"""
"10818,""LRW3F7FS2NC505666"",""2022-09-26 16:00:22"",83,221.67,""2022-09-26 17:42:22"",100,267.15,51.489035,-0.077529,30,True,NULL,""110 Dunton Rd, London SE1 5UN, UK"""
"10819,""LRW3F7FS7NC505548"",""2022-09-26 16:12:57"",35,93.13,""2022-09-26 16:51:44"",98,263.32,51.687524,-0.223497,16,True,NULL,""23 Bignells Cor, Potters Bar EN6 3QQ, UK"""
"10820,""LRW3F7FSXNC505740"",""2022-09-26 16:18:26"",13,34.05,""2022-09-26 17:03:19"",96,249.54,51.356709,-0.116766,16,True,NULL,""Airport House, Croydon CR0 4RS, UK"""
"10821,""LRW3F7FS9NC502943"",""2022-09-26 16:24:58"",62,165.94,""2022-09-26 17:36:33"",76,204.23,51.605359,-0.227528,32,True,NULL,""Copthall Pools, Champions Way, London NW4 1PX, UK"""
"10822,""LRW3F7FA3MC335422"",""2022-09-26 16:28:01"",28,71.57,""2022-09-26 20:45:43"",82,208.58,51.655822,0.699815,31,True,NULL,""MM4X+8W Chelmsford, UK"""
"10823,""LRW3F7FA8MC335397"",""2022-09-26 16:36:50"",69,175.35,""2022-09-26 16:51:39"",92,235.16,51.737477,-1.094808,16,True,NULL,""Ramada Oxford – M40 Thame Road, Waterstock Welcome Break Service Area, Oxford OX33 1LJ, UK"""
"10824,""LRW3F7FA3MC335338"",""2022-09-26 16:57:07"",58,146.11,""2022-09-26 17:12:08"",83,211.29,51.48948,0.286911,16,True,NULL,""F7QP+QQ Grays, UK"""
"10825,""LRW3F7FA9MC335389"",""2022-09-26 17:12:10"",37,93.04,""2022-09-26 21:51:15"",100,255.61,51.371111,-0.039783,32,True,NULL,""16 Colin Cl, Croydon CR0 8QD, UK"""
"10826,""LRW3F7FS0NC503009"",""2022-09-26 17:24:52"",52,139.57,""2022-09-26 20:03:34"",99,267.15,51.564131,-0.091508,16,True,NULL,""2A Lordship Park, London N16 5UD, UK"""
"10827,""LRW3F7FS8NC502951"",""2022-09-26 17:27:15"",41,109.7,""2022-09-26 18:09:12"",44,115.84,51.526221,-0.452219,10,True,NULL,""10 Pield Heath Rd, Uxbridge UB8 3NF, UK"""
"10828,""LRW3F7FA3MC335310"",""2022-09-26 17:39:08"",66,164.9,""2022-09-26 18:36:07"",79,199.61,51.35972,0.535077,32,True,NULL,""20 Fisher Rd, Chatham ME5 7RU, UK"""
"10829,""LRW3F7FSXNC502949"",""2022-09-26 18:03:29"",17,45.57,""2022-09-26 18:18:38"",45,119.93,51.687543,-0.223466,16,True,NULL,""23 Bignells Cor, Potters Bar EN6 3QQ, UK"""
"10830,""LRW3F7FA1MC335306"",""2022-09-26 18:21:20"",19,49.08,""2022-09-27 06:27:18"",68,173.3,51.749858,0.502242,10,True,NULL,""51 Candytuft Rd, Springfield, Chelmsford CM1 6YS, UK"""
"10831,""LRW3F7FS8NC502951"",""2022-09-26 18:27:11"",43,114.42,""2022-09-27 03:21:09"",75,200.01,51.526198,-0.452217,10,True,NULL,""10 Pield Heath Rd, Uxbridge UB8 3NF, UK"""
"10832,""LRW3F7FA2MC335315"",""2022-09-26 18:39:31"",30,76.82,""2022-09-26 19:06:35"",95,240.47,51.478099,-0.515945,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"10833,""LRW3F7FS0NC505472"",""2022-09-26 18:42:15"",85,228.25,""2022-09-26 18:57:15"",89,240.54,51.50981,-0.328283,16,True,NULL,""2 Eccleston Rd, London W13 0TL, UK"""
"10834,""LRW3F7FS5NC505869"",""2022-09-26 19:06:33"",18,47.65,""2022-09-26 20:00:30"",100,265.73,51.50648,-0.222043,16,True,NULL,""1074 Ariel Way, London W12 7GB, UK"""
"10835,""LRW3F7FA3MC335310"",""2022-09-26 19:12:07"",80,200.12,""2022-09-26 19:12:07"",80,200.12,51.35972,0.535077,32,True,NULL,""20 Fisher Rd, Chatham ME5 7RU, UK"""
"10836,""LRW3F7FS4NC502946"",""2022-09-26 19:12:12"",33,86.78,""2022-09-26 19:45:11"",93,248.44,51.506548,-0.222077,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"10837,""LRW3F7FS2NC505408"",""2022-09-26 19:29:47"",45,118.36,""2022-09-26 20:00:12"",99,263.24,51.478079,-0.516063,16,True,NULL,""8 Poyle Rd, Colnbrook, Slough SL3 0EZ, UK"""
"10838,""LRW3F7FS0NC505732"",""2022-09-26 19:36:17"",19,51.07,""2022-09-26 20:30:14"",99,267.15,51.506577,-0.222042,16,True,NULL,""Unit 1073 Ariel Way, London W12 7GB, UK"""
"10839,""LRW3F7FS7NC502942"",""2022-09-26 19:36:19"",51,136.15,""2022-09-26 22:09:18"",82,218.88,51.612516,-0.078869,32,True,NULL,""55 Wigston Cl, London N18 1XE, UK"""
"10840,""LRW3F7FS6NC505606"",""2022-09-26 19:36:25"",45,119.12,""2022-09-27 00:15:20"",100,268.5,51.133985,0.228321,32,True,NULL,""32 Edward St, Rusthall, Tunbridge Wells TN4 8RP, UK"""
"10841,""LRW3F7FS2NC505411"",""2022-09-26 19:42:20"",12,30.41,""2022-09-26 19:54:21"",14,35.72,51.526751,-0.008701,30,True,NULL,""7 Imperial St, London E3 3EA, UK"""
"10842,""LRW3F7FA0MC335359"",""2022-09-26 20:09:08"",43,109.91,""2022-09-27 00:21:07"",100,255.61,51.363411,-0.13043,31,True,NULL,""44 Gomshall Ave, Wallington SM6 8NY, UK"""
"10843,""LRW3F7FS2NC505411"",""2022-09-26 20:15:20"",14,37.65,""2022-09-26 20:27:18"",17,43.92,51.526751,-0.008701,30,True,NULL,""7 Imperial St, London E3 3EA, UK"""
"10844,""LRW3F7FA3MC335369"",""2022-09-26 20:15:36"",18,44.48,""2022-09-27 02:24:27"",100,254.63,51.671114,0.716318,31,True,NULL,""Garage, Latchingdon, Chelmsford CM3 6JP, UK"""
"10845,""LRW3F7FS4NC506818"",""2022-09-26 20:21:14"",71,188.19,""2022-09-26 20:24:16"",71,188.67,51.68979,-0.185885,10,True,NULL,""129 Sunnybank Rd, Potters Bar EN6 2NG, UK"""
"10846,""LRW3F7FS9NC502876"",""2022-09-26 20:42:12"",76,200.69,""2022-09-27 03:21:09"",99,267.15,51.435389,-0.01235,10,True,NULL,""77 Daneby Rd, London SE6 2QF, UK"""
"10847,""LRW3F7FS3NC502873"",""2022-09-26 20:48:38"",59,156.07,""2022-09-26 21:24:32"",100,266.7,51.6306,-0.263643,16,True,NULL,""4 Mill Way, M1, London NW7 3HU, UK"""
"10848,""LRW3F7FS0NC503012"",""2022-09-26 20:51:33"",67,178.7,""2022-09-27 02:15:23"",99,268.05,55.786183,-4.001841,16,True,NULL,""114 Crawford St, Motherwell ML1 3BN, UK"""
"10849,""LRW3F7FA5MC335387"",""2022-09-26 20:57:08"",10,26.58,""2022-09-26 22:33:08"",33,83.33,51.56862,-0.382646,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"10850,""LRW3F7FS6NC502799"",""2022-09-26 21:06:23"",29,76.95,""2022-09-26 21:48:33"",99,263.43,51.545685,-0.474395,16,True,NULL,""26 Chippendale Waye, Uxbridge UB8 1QJ, UK"""
"10851,""LRW3F7FS2NC505411"",""2022-09-26 21:18:39"",17,44.41,""2022-09-26 21:45:23"",22,56.96,51.526751,-0.008701,30,True,NULL,""7 Imperial St, London E3 3EA, UK"""
"10852,""LRW3F7FS4NC506818"",""2022-09-26 21:21:15"",71,188.19,""2022-09-27 05:39:13"",100,267.15,51.68979,-0.185885,10,True,NULL,""129 Sunnybank Rd, Potters Bar EN6 2NG, UK"""
"10853,""LRW3F7FSXNC505348"",""2022-09-26 21:27:23"",99,268.5,""2022-09-26 21:30:28"",99,268.5,51.463709,-0.185133,32,True,NULL,""8a Juniper Dr, London SW18 1TW, UK"""
"10854,""LRW3F7FS2NC505411"",""2022-09-26 21:51:25"",23,58.89,""2022-09-26 22:33:29"",29,77.23,51.526751,-0.008701,16,True,NULL,""7 Imperial St, London E3 3EA, UK"""
"10855,""LRW3F7FS8NC502948"",""2022-09-26 21:57:13"",51,136.15,""2022-09-26 23:18:13"",89,238.74,51.880486,-0.413901,16,True,NULL,""49-57 Cheapside, Luton LU1 2HN, UK"""
"10856,""LRW3F7FA8MC335397"",""2022-09-26 22:00:29"",48,122.18,""2022-09-26 22:36:29"",93,237.72,52.472054,-1.547642,16,True,NULL,""3/4 Highfield Ln, Coventry CV7 8NR, UK"""
"10857,""LRW3F7FA8MC335335"",""2022-09-26 22:06:07"",3,8.37,""2022-09-26 22:33:07"",28,71.15,51.748697,-0.432968,16,True,NULL,""3 Green Ln, Hemel Hempstead HP2 4RZ, UK"""
"10858,""LRW3F7FS5NC505810"",""2022-09-26 22:24:30"",16,43.03,""2022-09-26 22:57:18"",55,146.12,51.995811,-0.733327,16,True,NULL,""36 Albert St, Bletchley, Milton Keynes MK2 2UG, UK"""
"10859,""LRW3F7FS8NC502867"",""2022-09-26 22:30:21"",31,80.39,""2022-09-26 23:33:24"",100,265.75,51.496067,0.118118,16,True,NULL,""8 Eynsham Dr, London SE2 9QY, UK"""
"10860,""LRW3F7FA6MC335317"",""2022-09-26 22:33:50"",75,190.72,""2022-09-27 04:21:29"",100,254.63,51.502904,0.111002,10,True,NULL,""12 Waterfield Cl, London SE28 8DD, UK"""
"10861,""LRW3F7FJ7MC387488"",""2022-09-26 22:51:29"",10,25.53,""2022-09-27 07:24:36"",41,104.48,51.580271,-0.225438,10,True,NULL,""210 Hendon Way, London NW4 3NE, UK"""
"10862,""LRW3F7FS9NC502795"",""2022-09-26 23:00:18"",27,72.54,""2022-09-26 23:24:24"",86,226.94,51.502447,-0.001573,16,True,NULL,""1 Waterview Dr, London SE10 0TW, UK"""
"10863,""LRW3F7FA5MC335387"",""2022-09-26 23:03:07"",33,84.86,""2022-09-27 03:00:09"",88,224.94,51.56862,-0.382646,32,True,NULL,""150 Torbay Rd, Harrow HA2 9QF, UK"""
"10864,""LRW3F7FJ6MC387496"",""2022-09-26 23:03:33"",33,87.81,""2022-09-27 04:39:23"",99,265.79,51.513782,-0.415555,31,True,NULL,""105 Central Ave, Hayes UB3 2BP, UK"""
"10865,""LRW3F7FS6NC503161"",""2022-09-26 23:06:36"",63,167.38,""2022-09-27 03:45:26"",100,267.15,51.473089,-0.075162,22,True,NULL,""13 Walmer Castle Ct, London SE15 5NQ, UK"""
"10866,""LRW3F7FS7NC505551"",""2022-09-26 23:09:17"",52,138.03,""2022-09-27 05:48:20"",99,268.5,51.589813,0.216534,20,True,NULL,""Moreton Bay Works, Southend Arterial Rd, Romford RM2 6PL, UK"""
"10867,""LRW3F7FS3NC503246"",""2022-09-26 23:21:18"",40,105.42,""2022-09-27 00:03:10"",98,263.8,51.304785,-0.406594,16,True,NULL,""Cobham Extra Motorway Services, 9/10 M25, Downside, Cobham KT11 3DB, UK"""
"10868,""LRW3F7FS0NC503009"",""2022-09-26 23:24:41"",99,267.15,""2022-09-26 23:27:27"",99,267.15,51.564131,-0.091508,16,True,NULL,""2A Lordship Park, London N16 5UD, UK"""
"10869,""LRW3F7FS6NC506187"",""2022-09-26 23:54:18"",38,101.16,""2022-09-27 07:21:27"",100,268.5,51.538535,-0.065702,22,True,NULL,""99 Brougham Rd, London E8 4PB, UK"""
"10870,""LRW3F7FS5NC505810"",""2022-09-27 00:09:17"",38,102.61,""2022-09-27 07:30:22"",66,174.49,51.573593,-0.364405,10,True,NULL,""6 Apple Grove, Harrow HA2 0FD, UK"""
"10871,""LRW3F7FSXNC502868"",""2022-09-27 00:12:18"",53,143.24,""2022-09-27 02:51:17"",100,268.05,51.523917,0.05427,16,True,NULL,""65 Monmouth Rd, London E6 3QS, UK"""
